id,title,genre_category,prompt,source_id,source_url,license_status,collection_mode,language,tags
P0001,Modern Pop Anthem (Female Vocals),pop_and_modern,"Infectious pop anthem, female powerhouse vocals with layered harmonies, pulsing 808 bass, synth-wave layers, euphoric build-ups, radio-ready polish, modern production, vocal chops, stadium-ready energy, BPM: 128, Key: C Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,female,modern,pop,vocals"
P0002,Festival Pop Banger,pop_and_modern,"Massive drop-ready pop, EDM-influenced production, soaring vocal hooks, hands-in-the-air moments, festival main stage energy, crisp high-end, sub-bass that punches, BPM: 130, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"banger,festival,pop"
P0003,K-Pop Inspired Dance Track,pop_and_modern,"High-energy K-pop production, rap verses + melodic chorus, layered synths, trap-influenced beats, intricate vocal runs, polished perfection, dynamic structure, addictive hooks, BPM: 140, Key: F Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"dance,inspired,k,pop,track"
P0004,Retro 80s Dance Pop,pop_and_modern,"80s synth-pop revival, gated reverb on snare, analog synth leads, retro drum machines, nostalgic vibes, catchy chorus, uplifting mood, modern production polish, BPM: 118, Key: E♭ Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"80s,dance,pop,retro"
P0005,Latin Pop Fusion,latin,"Reggaeton-influenced pop, Spanish guitar accents, tropical percussion, bilingual lyrics vibe, catchy dembow rhythm, pop vocals with Latin flair, summer heat energy, BPM: 95, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"fusion,latin,pop"
P0006,Piano-Driven Power Ballad,pop_and_modern,"Piano-driven emotional ballad, raw vulnerable vocals, builds from intimate verse to soaring chorus, subtle string arrangements, modern radio production, reverb on vocals, stripped-down bridge, powerful final chorus, BPM: 72, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ballad,driven,piano,power"
P0007,Orchestral Pop Ballad,cinematic_orchestral,"Cinematic pop ballad, full orchestral arrangement, sweeping strings, powerful vocals, emotional build, Hollywood production, dramatic key change, epic final chorus, BPM: 68, Key: D Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ballad,orchestral,pop"
P0008,Acoustic Intimate Ballad,folk_acoustic,"Stripped-down acoustic ballad, fingerpicked guitar, intimate whispered vocals, minimal production, authentic emotion, subtle string swells, bedroom recording vibe, BPM: 60, Key: C Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"acoustic,ballad,intimate"
P0009,Gospel-Influenced Soul Ballad,rnb_soul_gospel,"Soul-stirring gospel-pop, powerful vocal runs, church organ, handclaps, choir backing vocals, emotional crescendo, uplifting message, modern R&B production, BPM: 75, Key: B♭ Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ballad,gospel,influenced,soul"
P0010,Bedroom Pop Dreamy,pop_and_modern,"Lo-fi bedroom pop aesthetic, dreamy vocals with subtle reverb, jangly indie guitars, vintage synth pads, tape saturation warmth, DIY production charm, imperfect and intimate, nostalgic atmosphere, BPM: 105, Key: E♭ Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"bedroom,dreamy,pop"
P0011,Uplifting Indie Pop,pop_and_modern,"Feel-good indie pop, joyful melodies, handclaps and group vocals, organic instrumentation, positive energy, summery vibes, authentic production, catchy without being overproduced, BPM: 120, Key: C Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"indie,pop,uplifting"
P0012,Melancholic Indie Pop,pop_and_modern,"Bittersweet indie pop, wistful vocals, minor key melancholy, reverb-drenched guitars, subtle synth textures, introspective mood, authentic emotional depth, lo-fi production touches, BPM: 90, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"indie,melancholic,pop"
P0013,Dark Synth-Pop,pop_and_modern,"Dark moody synth-pop, pulsing bass synth, atmospheric pads, haunting vocals, minor key tension, cold digital production, BPM: 115, Key: D Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"dark,pop,synth"
P0014,Bright Synth-Pop,pop_and_modern,"Uplifting synth-pop, bright major key melodies, sparkling arpeggiated synths, optimistic vocals, 80s nostalgia with modern production, feel-good energy, radio-friendly, BPM: 124, Key: F Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"bright,pop,synth"
P0015,Chillwave Synth-Pop,ambient_chill,"Chillwave aesthetics, hazy dream-pop synths, washed-out vocals with heavy reverb, nostalgic summer vibes, relaxed tempo, lo-fi production touches, BPM: 100, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"chillwave,pop,synth"
P0016,Bubblegum Pop,pop_and_modern,"Ultra-catchy teen pop, bubblegum melodies, bright shiny production, youthful energy vocals, simple but effective hooks, colorful sound palette, maximum radio-friendliness, BPM: 125, Key: C Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"bubblegum,pop"
P0017,Pop-Punk Teen Anthem,rock_and_punk,"Pop-punk energy, distorted power chords + catchy pop hooks, rebellious teen vocals, driving drums, mall-punk nostalgia, emotional but upbeat, 2000s throwback vibes, BPM: 150, Key: E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,pop,punk,teen"
P0018,Radio-Friendly AC Pop,pop_and_modern,"Adult contemporary polish, mature sophisticated vocals, balanced instrumentation, radio-perfect mix, broad appeal production, relatable lyrics vibe, neither too young nor too old, BPM: 110, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ac,friendly,pop,radio"
P0019,Coffee Shop Pop,folk_acoustic,"Mellow coffee shop pop, acoustic elements + subtle electronics, warm intimate vocals, sophisticated chord progressions, mature songwriting feel, easy listening, BPM: 95, Key: A Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"coffee,pop,shop"
P0020,Art Pop Avant-Garde,experimental,"Experimental art pop, unconventional structure, glitchy electronic elements, ethereal vocals, unexpected production choices, artistic vision, not radio-friendly but critically acclaimed, BPM: Variable, Key: Atonal elements",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"art,avant,garde,pop"
P0021,Hyperpop Chaotic Energy,electronic_edm,"Hyperpop maximalism, aggressive pitched vocals, glitchy production, bass-boosted chaos, overwhelming layers, intentionally abrasive, Gen Z internet culture, BPM: 170, Key: Chromatic chaos",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"chaotic,energy,hyperpop"
P0022,Epic Arena Anthem,rock_and_punk,"Power rock anthem, soaring stadium vocals, massive guitar wall of sound, thunderous drum fills, crowd-chant worthy chorus, anthem hooks, crunchy distorted rhythm guitars, searing lead guitar solo, BPM: 140, Key: E Major, radio-ready polish with arena reverb",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,arena,epic"
P0023,Power Ballad Rock,rock_and_punk,"Emotional power ballad, starts intimate with clean electric guitar, builds to explosive distorted chorus, raw powerful vocals, orchestral strings in bridge, epic guitar solo at 2:30, lighter-waving atmosphere, BPM: 76, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ballad,power,rock"
P0024,Victory Rock Anthem,rock_and_punk,"Triumphant rock, driving 4/4 beat, palm-muted power chords, anthemic whoa-oh backing vocals, inspirational chord progressions, double-tracked guitars, stadium reverb, uplifting energy, BPM: 145, Key: C Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,rock,victory"
P0025,90s Grunge Sound,rock_and_punk,"Raw grunge vocals, sludgy distorted guitar, heavy drop-D tuning, dynamic quiet-LOUD-quiet structure, angsty energy, loose drumming, vintage analog distortion, feedback between sections, BPM: 118, Key: D Drop-D",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"90s,grunge,sound"
P0026,Alternative Rock Edge,rock_and_punk,"Crunchy alt-rock, jangly clean verses with distorted choruses, melodic yet aggressive vocals, off-kilter rhythms, effects-laden guitars, textured layers, modern alternative production, BPM: 135, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"alternative,edge,rock"
P0027,Grunge Ballad,rock_and_punk,"Melancholic grunge ballad, whispered verses building to screaming chorus, clean-tone arpeggios verses, walls of distortion on chorus, raw emotional delivery, tape saturation warmth, BPM: 82, Key: E Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"ballad,grunge"
P0028,70s Classic Rock,rock_and_punk,"Vintage 70s rock, bluesy guitar riffs, Hammond organ layers, groovy bass lines, powerful raspy vocals, analog tape warmth, vintage tube amp distortion, extended guitar solo, BPM: 128, Key: A Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"70s,classic,rock"
P0029,Southern Rock Groove,rock_and_punk,"Southern rock swagger, dual lead guitars, slide guitar licks, driving boogie rhythm, bluesy raspy vocals, vintage amp crunch, Hammond B3 organ, extended jam section, BPM: 122, Key: E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"groove,rock,southern"
P0030,80s Arena Rock,rock_and_punk,"80s power rock, massive reverb on drums, soaring hair metal vocals, shredding guitar solos, synth layers, stadium production, power ballad structure, epic key change finale, BPM: 136, Key: D Major → E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"80s,arena,rock"
P0031,Heavy Metal Power,metal,"Heavy metal aggression, rapid double-kick drums, palm-muted power chords, shredding guitar solos, operatic or growling vocals, chugging low-end riffs, blast beats, technical precision, BPM: 180, Key: E Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"heavy,metal,power"
P0032,Doom Metal Darkness,metal,"Doom metal, slow crushing riffs, down-tuned guitars, monolithic bass tone, thunderous drums, dark atmospheric vocals, feedback drones, sludgy distortion, oppressive heaviness, BPM: 65, Key: C Drop-C",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"darkness,doom,metal"
P0033,Thrash Metal Speed,metal,"Thrash metal fury, blistering tempos, aggressive riffing, rapid-fire double bass, shredded vocals, chaotic energy, palm-muted galloping rhythms, shredding solos, BPM: 200, Key: E Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"metal,speed,thrash"
P0034,Classic Punk Attitude,rock_and_punk,"Fast punk rock, three-chord power, raw shouted vocals, breakneck tempo, simple but effective, garage recording aesthetic, rebellious energy, anti-establishment vibe, BPM: 180, Key: A Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"attitude,classic,punk"
P0035,Pop-Punk Energy,rock_and_punk,"Pop-punk, catchy power-chord progressions, upbeat tempos, anthemic gang vocals on chorus, polished punk production, melodic vocal hooks, radio-friendly punk sound, BPM: 165, Key: D Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"energy,pop,punk"
P0036,Post-Punk Darkness,rock_and_punk,"Post-punk atmosphere, angular guitar riffs, driving bass lines, detached monotone vocals, reverb-drenched production, dark atmospheric mood, minimalist drums, BPM: 128, Key: D Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"darkness,post,punk"
P0037,Indie Rock Jangle,rock_and_punk,"Jangly indie rock, clean Rickenbacker-style guitar tone, melodic bass lines, crisp drums, warm intimate vocals, lo-fi charm with modern clarity, authentic bedroom-pop energy, BPM: 138, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"indie,jangle,rock"
P0038,Garage Rock Revival,rock_and_punk,"Garage rock rawness, fuzzy vintage amps, simple chord progressions, energetic sloppy drums, distorted shouted vocals, DIY recording aesthetic, BPM: 155, Key: E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"garage,revival,rock"
P0039,Math Rock Complexity,rock_and_punk,"Math rock intricacy, odd time signatures (7/8, 5/4), tapping guitar techniques, angular riffs, intricate drumming, clean-tone complexity, instrumental focus, BPM: Variable, Key: F# Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"complexity,math,rock"
P0040,Big Room House Anthem,electronic_edm,"Festival big room house, massive riser build-up, explosive drop, supersaws layered thick, sidechain compression pumping, euphoric lead melody, crowd-chant ready, stadium energy, BPM: 128, Key: C Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,big,house,room"
P0041,Mainstage EDM Drop,electronic_edm,"Mainstage EDM, vocal chops buildup, white noise riser crescendo, synth pluck melody, heavy kickdrum, festival-ready production, anthemic hook, laser sound effects, radio-EDM polish, BPM: 130, Key: G Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"drop,edm,mainstage"
P0042,Festival Trap Hybrid,electronic_edm,"Festival trap-EDM fusion, hybrid trap drums, dubstep-influenced bass, cinematic build-ups, aggressive horn stabs, festival anthem energy, massive bass drops, crowd hyping sections, BPM: 140 (half-time feel), Key: D Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"festival,hybrid,trap"
P0043,Melodic Progressive Journey,electronic_edm,"Progressive house, evolving arpeggiated synths, emotional chord progressions, driving bassline, crisp hi-hats, atmospheric pads building gradually, euphoric breakdown at 2:00, uplifting energy, radio-friendly, BPM: 126, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"journey,melodic,progressive"
P0044,Deep Progressive Groove,electronic_edm,"Deep progressive house, hypnotic bassline groove, subtle chord stabs, organic percussion layers, warm analog synths, minimal vocal chops, sophisticated club sound, underground vibe, BPM: 122, Key: F Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"deep,groove,progressive"
P0045,Progressive Trance,electronic_edm,"Progressive trance, uplifting arpeggios, emotional breakdown, soaring lead synth, driving kick and bass, euphoric energy, orchestral elements in breakdown, epic build and release, BPM: 138, Key: E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"progressive,trance"
P0046,Heavy Dubstep Drop,electronic_edm,"Heavy dubstep, aggressive wobble bass, half-time drums (70 BPM feel), distorted mid-range frequencies, metallic sound design, chaotic drop sections, sub-bass earthquake, dark atmosphere, BPM: 140 (half-time), Key: G Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"drop,dubstep,heavy"
P0047,Melodic Dubstep,electronic_edm,"Melodic dubstep, emotional chord progressions, female vocal feature, beautiful breakdown, powerful but musical drop, super saw chords, emotional + aggressive balance, color bass techniques, BPM: 140 (half-time), Key: D Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"dubstep,melodic"
P0048,Drum and Bass Energy,electronic_edm,"Drum and bass, rapid breakbeat (160-180 BPM), rolling bassline, amen break influences, jungle vibes, liquid DnB melodic elements, atmospheric pads, high-energy tempo, BPM: 174, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"and,bass,drum,energy"
P0049,Uplifting Trance Anthem,electronic_edm,"Uplifting trance, soaring lead synth melody, euphoric breakdown, driving 4/4 kick, rolling bassline, orchestral elements, emotional piano in breakdown, epic buildup and release, BPM: 138, Key: F# Minor → F# Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anthem,trance,uplifting"
P0050,Psy-Trance Journey,electronic_edm,"Psychedelic trance, hypnotic bassline, triplet hi-hats, evolving acid synth leads, minimal breaks, continuous driving energy, tribal percussion layers, festival sunrise vibe, BPM: 145, Key: E Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"journey,psy,trance"
P0051,Progressive Trance Anjuna Style,electronic_edm,"Progressive trance, lush pad layers, emotional chord progressions, crisp production, vocal trance elements, sophisticated arrangement, radio-friendly breakdown, BPM: 132, Key: C# Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"anjuna,progressive,style,trance"
P0052,Peak-Time Techno,electronic_edm,"Peak-time techno, driving 4/4 kick, industrial sound design, hypnotic acid bassline, minimal melodic elements, relentless energy, warehouse rave atmosphere, Berlin techno vibe, BPM: 132, Key: G Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"peak,techno,time"
P0053,Melodic Techno,electronic_edm,"Melodic techno, driving kick with emotional chord progressions, atmospheric pads, cinematic elements, sophisticated production, underground meets emotional, modern club vibe, BPM: 124, Key: A Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"melodic,techno"
P0054,Industrial Techno,electronic_edm,"Industrial techno, distorted percussion, metallic sound design, aggressive atmosphere, minimal melodic content, raw warehouse energy, relentless pounding rhythm, dark underground vibe, BPM: 140, Key: D Minor",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"industrial,techno"
P0055,Emotional Future Bass,electronic_edm,"Future bass, emotional chord progressions, vocal chops prominent, supersaws on drop, sidechain compression, colorful sound design, bright uplifting energy, modern pop-EDM crossover, BPM: 150, Key: E Major",SRC003,https://github.com/naqashmunir21/awesome-suno-prompts,safe_cc0,exact_cc0,en,"bass,emotional,future"
